purchase_year_month,product_display_id,product_category_name_english,revenue,orders,units_sold
2016-10,PROD-031233,sports_leisure,64.83,1,1
2016-10,PROD-011729,health_beauty,64.48,1,1
2016-10,PROD-019609,cool_stuff,63.72,1,1
2016-10,PROD-017893,sports_leisure,61.64,1,1
2016-10,PROD-029096,furniture_decor,61.64,1,1
2016-10,PROD-025108,sports_leisure,61.16,1,1
2016-10,PROD-025032,toys,61.06,1,1
2016-10,PROD-017802,sports_leisure,61.02,1,1
2016-10,PROD-002301,auto,60.95,1,1
2016-10,PROD-020551,fashion_bags_accessories,60.86,1,1
2016-10,PROD-023250,perfumery,60.6,1,1
2016-10,PROD-016383,housewares,60.52,1,1
2016-10,PROD-018401,furniture_decor,59.81,1,1
2016-10,PROD-003945,furniture_decor,57.06,1,1
2016-10,PROD-021362,perfumery,55.95,1,1
2016-10,PROD-029841,sports_leisure,55.6,1,1
2016-10,PROD-028426,baby,55.54,1,1
2016-10,PROD-001544,computers_accessories,54.72,1,1
2016-10,PROD-001956,computers_accessories,54.72,1,1
2016-10,PROD-005827,computers_accessories,54.72,1,1
2016-10,PROD-023148,computers_accessories,54.71,1,1
2016-10,PROD-023494,sports_leisure,53.73,1,1
2016-10,PROD-006990,baby,53.3,1,1
2016-10,PROD-011016,computers_accessories,53.3,1,1
2016-10,PROD-032142,furniture_decor,51.94,1,1
2016-10,PROD-003725,health_beauty,51.93,1,1
2016-10,PROD-026693,market_place,51.62,1,1
2016-10,PROD-018168,baby,50.86,1,1
2016-10,PROD-005975,furniture_decor,49.21,1,1
2016-10,PROD-004901,housewares,48.55,1,1
2016-10,PROD-028440,telephony,47.54,1,1
2016-10,PROD-010214,perfumery,47.42,1,1
2016-10,PROD-022079,auto,45.96,1,1
2016-10,PROD-028049,fashion_bags_accessories,45.7,1,1
2016-10,PROD-007673,watches_gifts,45.46,1,1
2016-10,PROD-017680,bed_bath_table,45.01,1,1
2016-10,PROD-001378,housewares,44.74,1,1
2016-10,PROD-013713,health_beauty,44.49,1,1
2016-10,PROD-006671,consoles_games,44.23,1,1
2016-10,PROD-023058,computers_accessories,42.77,1,1
2016-10,PROD-006793,baby,42.42,1,1
2016-10,PROD-021879,computers_accessories,41.18,1,1
2016-10,PROD-026909,furniture_decor,40.95,1,1
2016-10,PROD-029189,fashion_shoes,40.95,1,1
2016-10,PROD-008406,telephony,40.86,1,1
2016-10,PROD-011402,telephony,40.86,1,1
2016-10,PROD-025169,telephony,40.79,1,1
2016-10,PROD-032610,sports_leisure,39.09,1,1
2016-10,PROD-002767,telephony,38.62,1,1
2016-10,PROD-000628,furniture_decor,38.36,1,1
2016-10,PROD-018871,audio,35.95,1,1
2016-10,PROD-031784,fashion_male_clothing,35.86,1,1
2016-10,PROD-019219,computers_accessories,35.42,1,1
2016-10,PROD-003339,fashion_bags_accessories,34.62,1,1
2016-10,PROD-014867,furniture_decor,34.42,1,1
2016-10,PROD-024333,furniture_decor,34.42,1,1
2016-10,PROD-025231,telephony,34.42,1,1
2016-10,PROD-012050,computers_accessories,33.52,1,1
2016-10,PROD-024308,sports_leisure,33.42,1,1
2016-10,PROD-027265,furniture_decor,31.92,1,1
2016-10,PROD-013199,unknown,30.42,1,1
2016-10,PROD-027504,telephony,29.86,1,1
2016-10,PROD-011397,furniture_decor,28.21,1,1
2016-10,PROD-011947,perfumery,27.86,1,1
2016-10,PROD-019631,furniture_decor,26.36,1,1
2016-10,PROD-024688,furniture_decor,26.36,1,1
2016-10,PROD-020766,consoles_games,25.96,1,1
2016-10,PROD-011999,auto,24.52,1,1
2016-10,PROD-003934,perfumery,22.86,1,1
2016-10,PROD-013859,fixed_telephony,20.11,1,1
2016-10,PROD-022169,furniture_decor,19.16,1,1
2016-10,PROD-020415,auto,18.62,1,1
2016-12,PROD-031654,fashion_bags_accessories,19.62,1,1
2017-01,PROD-009713,garden_tools,3799.18,9,9
2017-01,PROD-017903,watches_gifts,3016.01,1,1
2017-01,PROD-014069,health_beauty,2982.41,8,8
2017-01,PROD-006834,sports_leisure,2793.43,2,3
2017-01,PROD-004199,computers,2217.99,1,1
2017-01,PROD-022117,computers_accessories,2023.0,1,1
2017-01,PROD-001276,baby,1961.0,1,1
2017-01,PROD-001712,telephony,1565.08,2,2
2017-01,PROD-020535,health_beauty,1561.18,4,4
2017-01,PROD-007032,consoles_games,1481.8,2,2
2017-01,PROD-017978,cool_stuff,1477.68,2,3
2017-01,PROD-011940,consoles_games,1472.1,6,6
2017-01,PROD-032300,consoles_games,1419.86,2,2
2017-01,PROD-014410,baby,1401.0,2,2
2017-01,PROD-001014,watches_gifts,1326.79,1,1
2017-01,PROD-025586,watches_gifts,1323.3,1,1
2017-01,PROD-023419,health_beauty,1318.55,2,2
2017-01,PROD-014210,auto,1247.81,2,2
2017-01,PROD-001809,perfumery,1107.46,3,3
2017-01,PROD-011884,toys,925.24,6,6
2017-01,PROD-029201,health_beauty,917.37,4,4
2017-01,PROD-016758,cool_stuff,893.0,1,1
2017-01,PROD-013981,small_appliances,875.96,1,1
2017-01,PROD-026972,cool_stuff,846.52,1,2
2017-01,PROD-003012,stationery,835.69,2,9
2017-01,PROD-019760,computers_accessories,825.59,2,4
2017-01,PROD-017610,perfumery,823.81,3,3
2017-01,PROD-026050,health_beauty,792.35,4,4
2017-01,PROD-007268,garden_tools,783.0,1,15
2017-01,PROD-001642,auto,781.1,2,3
2017-01,PROD-001663,furniture_decor,770.71,2,2
2017-01,PROD-027684,housewares,766.6,3,4
2017-01,PROD-024027,garden_tools,757.91,5,5
2017-01,PROD-027999,baby,744.88,2,2
2017-01,PROD-006290,sports_leisure,738.03,5,5
2017-01,PROD-010628,health_beauty,735.0,1,1
2017-01,PROD-016526,watches_gifts,719.76,1,1
2017-01,PROD-000319,perfumery,708.59,6,6
2017-01,PROD-029587,home_appliances_2,692.7,3,3
2017-01,PROD-013451,sports_leisure,689.87,1,1
2017-01,PROD-005376,telephony,685.69,1,1
2017-01,PROD-024194,cool_stuff,665.7,1,1
2017-01,PROD-000568,perfumery,664.46,2,2
2017-01,PROD-028620,cool_stuff,631.85,1,1
2017-01,PROD-014772,health_beauty,609.9,1,1
2017-01,PROD-015329,toys,600.57,2,2
2017-01,PROD-004124,furniture_decor,577.6,1,4
2017-01,PROD-025851,home_appliances_2,577.0,1,1
2017-01,PROD-030996,furniture_decor,570.06,2,5
2017-01,PROD-025931,furniture_living_room,549.68,3,4
2017-01,PROD-013297,furniture_decor,536.0,1,2
2017-01,PROD-011995,garden_tools,535.04,1,1
2017-01,PROD-021975,office_furniture,530.75,2,4
2017-01,PROD-015483,bed_bath_table,529.25,5,6
2017-01,PROD-004524,housewares,517.59,1,1
2017-01,PROD-018890,perfumery,507.9,1,1
2017-01,PROD-027346,auto,497.74,1,2
2017-01,PROD-020300,home_appliances_2,485.38,1,1
2017-01,PROD-015767,cool_stuff,476.34,1,1
2017-01,PROD-020689,office_furniture,475.96,1,2
2017-01,PROD-020734,unknown,467.99,1,1
2017-01,PROD-028156,home_appliances_2,463.54,1,1
2017-01,PROD-023549,watches_gifts,460.22,1,1
2017-01,PROD-021394,health_beauty,459.56,11,12
2017-01,PROD-004208,consoles_games,459.14,2,3
2017-01,PROD-009119,housewares,451.03,1,1
2017-01,PROD-018114,telephony,444.41,2,3
2017-01,PROD-030469,sports_leisure,433.44,2,4
2017-01,PROD-001792,toys,432.75,2,2
2017-01,PROD-022851,sports_leisure,429.19,1,1
2017-01,PROD-027989,perfumery,425.02,1,1
2017-01,PROD-020176,cool_stuff,417.19,3,3
2017-01,PROD-021166,auto,410.19,3,3
2017-01,PROD-017198,watches_gifts,406.14,1,1
2017-01,PROD-008628,small_appliances,399.72,1,1
2017-01,PROD-015746,cool_stuff,399.26,2,2
2017-01,PROD-012222,perfumery,387.9,1,1
2017-01,PROD-003891,auto,386.4,1,2
2017-01,PROD-009269,perfumery,382.14,5,5
2017-01,PROD-029489,sports_leisure,377.53,1,1
2017-01,PROD-025136,auto,372.64,1,1
2017-01,PROD-021787,unknown,370.68,1,1
2017-01,PROD-005816,cool_stuff,369.38,2,2
2017-01,PROD-002691,toys,368.69,1,1
2017-01,PROD-017769,cool_stuff,367.65,1,1
2017-01,PROD-000745,computers_accessories,366.26,1,2
2017-01,PROD-015220,health_beauty,358.59,2,2
2017-01,PROD-010093,musical_instruments,357.74,1,1
2017-01,PROD-018730,garden_tools,354.0,2,2
2017-01,PROD-024489,furniture_decor,349.95,1,5
2017-01,PROD-003359,furniture_living_room,348.97,2,3
2017-01,PROD-005059,health_beauty,347.65,8,8
2017-01,PROD-017826,consoles_games,346.38,1,1
2017-01,PROD-026149,garden_tools,343.88,1,2
2017-01,PROD-028828,sports_leisure,339.53,1,1
2017-01,PROD-026794,air_conditioning,338.46,1,2
2017-01,PROD-018700,construction_tools_construction,335.0,1,1
2017-01,PROD-025805,health_beauty,331.21,1,1
2017-01,PROD-006666,toys,328.35,1,1
2017-01,PROD-004069,consoles_games,327.9,1,1
2017-01,PROD-008031,stationery,327.5,1,1
2017-01,PROD-002308,sports_leisure,325.12,4,4
2017-01,PROD-019895,baby,325.09,3,6
2017-01,PROD-032897,furniture_decor,317.37,1,1
2017-01,PROD-027436,furniture_decor,313.0,1,5
2017-01,PROD-030607,stationery,309.54,1,1
2017-01,PROD-013539,office_furniture,307.98,2,2
2017-01,PROD-015423,bed_bath_table,306.37,3,4
2017-01,PROD-013224,watches_gifts,305.44,1,1
2017-01,PROD-030971,fixed_telephony,304.23,2,2
2017-01,PROD-026410,furniture_decor,303.42,1,1
2017-01,PROD-014402,unknown,296.78,1,1
2017-01,PROD-014058,bed_bath_table,282.32,1,2
2017-01,PROD-020867,fashion_bags_accessories,280.64,2,2
2017-01,PROD-002059,office_furniture,278.07,1,1
2017-01,PROD-003639,furniture_decor,276.84,1,2
2017-01,PROD-030028,garden_tools,273.9,1,1
2017-01,PROD-001726,furniture_decor,273.62,1,1
2017-01,PROD-032847,baby,272.29,3,5
2017-01,PROD-024855,furniture_decor,268.92,4,5
2017-01,PROD-002000,sports_leisure,268.53,1,1
2017-01,PROD-006699,garden_tools,267.27,1,3
2017-01,PROD-016689,sports_leisure,267.19,2,2
2017-01,PROD-018679,fixed_telephony,266.4,9,11
2017-01,PROD-021430,electronics,263.04,1,1
2017-01,PROD-010073,furniture_living_room,259.99,1,1
2017-01,PROD-022475,luggage_accessories,257.9,1,1
2017-01,PROD-015530,sports_leisure,257.37,2,2
2017-01,PROD-024527,garden_tools,257.08,1,2
2017-01,PROD-015320,garden_tools,256.79,1,1
2017-01,PROD-003443,bed_bath_table,256.06,1,1
2017-01,PROD-023565,perfumery,255.75,1,1
2017-01,PROD-031438,toys,254.18,3,3
2017-01,PROD-013832,perfumery,252.68,4,8
2017-01,PROD-028058,furniture_decor,251.82,1,1
2017-01,PROD-000887,consoles_games,249.68,2,2
2017-01,PROD-007762,toys,248.79,2,2
2017-01,PROD-018410,auto,247.9,1,1
2017-01,PROD-007916,furniture_decor,245.29,1,1
2017-01,PROD-020191,cool_stuff,242.99,1,1
2017-01,PROD-030336,sports_leisure,242.24,1,4
2017-01,PROD-019125,consoles_games,240.89,1,1
2017-01,PROD-014479,watches_gifts,240.4,1,1
2017-01,PROD-000968,market_place,239.9,1,1
2017-01,PROD-014349,furniture_decor,239.48,1,2
2017-01,PROD-005073,baby,237.99,1,1
2017-01,PROD-017810,baby,237.99,1,1
2017-01,PROD-023209,fixed_telephony,237.88,3,4
2017-01,PROD-030852,sports_leisure,237.09,1,1
2017-01,PROD-016658,furniture_living_room,234.59,1,1
2017-01,PROD-026793,health_beauty,232.19,2,2
2017-01,PROD-011040,health_beauty,231.42,1,2
2017-01,PROD-032534,unknown,230.86,2,2
2017-01,PROD-032656,sports_leisure,229.65,1,1
2017-01,PROD-027968,sports_leisure,225.12,3,3
2017-01,PROD-018853,office_furniture,224.98,1,1
2017-01,PROD-020857,sports_leisure,222.85,1,1
2017-01,PROD-010952,sports_leisure,222.55,1,5
2017-01,PROD-031264,consoles_games,221.85,1,1
2017-01,PROD-019539,health_beauty,218.3,1,1
2017-01,PROD-029893,small_appliances,217.0,1,1
2017-01,PROD-030694,cool_stuff,217.0,1,1
2017-01,PROD-005702,furniture_decor,214.54,2,2
2017-01,PROD-026622,health_beauty,212.53,2,2
2017-01,PROD-014014,security_and_services,209.06,1,1
2017-01,PROD-025100,bed_bath_table,207.99,1,1
2017-01,PROD-002447,furniture_decor,207.9,1,1
2017-01,PROD-005408,air_conditioning,207.0,1,1
2017-01,PROD-010046,cool_stuff,205.96,1,4
2017-01,PROD-008643,watches_gifts,204.49,1,1
2017-01,PROD-025600,health_beauty,202.71,1,1
2017-01,PROD-016118,furniture_decor,201.9,2,10
2017-01,PROD-011303,garden_tools,201.47,1,1
2017-01,PROD-024474,furniture_decor,201.25,1,1
2017-01,PROD-022608,sports_leisure,199.36,1,1
2017-01,PROD-018877,baby,197.99,1,1
2017-01,PROD-006068,auto,197.91,1,1
2017-01,PROD-031450,furniture_decor,197.59,1,1
2017-01,PROD-027638,auto,195.7,1,1
2017-01,PROD-005701,baby,195.44,1,1
2017-01,PROD-027253,unknown,194.0,1,1
2017-01,PROD-019461,air_conditioning,192.9,1,1
2017-01,PROD-006273,sports_leisure,192.39,2,2
2017-01,PROD-004259,cool_stuff,191.4,1,1
2017-01,PROD-009363,health_beauty,188.0,1,1
2017-01,PROD-030303,sports_leisure,187.49,1,1
2017-01,PROD-017143,furniture_decor,186.25,1,1
2017-01,PROD-018592,pet_shop,186.0,1,1
2017-01,PROD-015552,fashion_bags_accessories,185.26,1,1
2017-01,PROD-018285,furniture_decor,184.76,1,1
2017-01,PROD-003945,furniture_decor,184.08,3,3
2017-01,PROD-021426,cool_stuff,183.68,2,2
2017-01,PROD-024104,baby,182.64,1,1
2017-01,PROD-010089,furniture_decor,182.06,2,3
2017-01,PROD-018824,toys,180.81,1,1
2017-01,PROD-021288,electronics,180.01,3,3
2017-01,PROD-023286,health_beauty,179.9,1,1
2017-01,PROD-025785,housewares,179.83,1,1
2017-01,PROD-019021,sports_leisure,177.99,1,1
2017-01,PROD-031654,fashion_bags_accessories,176.58,9,9
2017-01,PROD-003067,toys,176.23,1,1
2017-01,PROD-011444,stationery,176.23,1,1
2017-01,PROD-020272,garden_tools,175.85,1,1
2017-01,PROD-017533,toys,175.6,3,3
2017-01,PROD-005161,toys,175.28,1,1
2017-01,PROD-013950,furniture_decor,171.77,3,3
2017-01,PROD-025479,pet_shop,170.36,1,1
2017-01,PROD-016291,furniture_decor,169.9,1,1
2017-01,PROD-005591,furniture_decor,169.23,1,1
2017-01,PROD-023578,furniture_decor,169.23,1,1
2017-01,PROD-012897,furniture_decor,168.36,1,1
2017-01,PROD-014941,bed_bath_table,167.38,2,2
2017-01,PROD-022815,bed_bath_table,167.1,1,1
2017-01,PROD-011939,bed_bath_table,166.8,2,2
2017-01,PROD-000761,auto,165.9,1,1
2017-01,PROD-004031,baby,165.8,1,1
2017-01,PROD-007070,watches_gifts,164.21,1,1
2017-01,PROD-027470,toys,162.9,1,1
2017-01,PROD-023466,furniture_decor,162.6,1,1
2017-01,PROD-010377,auto,162.1,1,1
2017-01,PROD-013351,health_beauty,161.71,1,1
2017-01,PROD-004488,toys,161.65,1,1
2017-01,PROD-019285,furniture_decor,161.25,1,1
2017-01,PROD-000288,cool_stuff,160.77,1,3
2017-01,PROD-029465,sports_leisure,160.67,1,1
2017-01,PROD-011169,fashion_bags_accessories,160.42,1,1
2017-01,PROD-003984,fashion_male_clothing,159.11,1,1
2017-01,PROD-009770,auto,158.72,1,1
2017-01,PROD-005854,furniture_decor,156.61,1,1
2017-01,PROD-002367,cool_stuff,156.58,1,1
2017-01,PROD-009233,auto,156.08,1,1
2017-01,PROD-005932,baby,154.29,1,1
2017-01,PROD-031887,electronics,153.54,3,3
2017-01,PROD-019963,toys,152.09,1,1
2017-01,PROD-001435,pet_shop,152.06,1,1
2017-01,PROD-004276,garden_tools,151.7,1,1
2017-01,PROD-006480,cool_stuff,151.53,1,1
2017-01,PROD-017097,bed_bath_table,151.49,1,1
2017-01,PROD-014155,sports_leisure,151.37,1,1
2017-01,PROD-013369,furniture_decor,150.89,1,1
2017-01,PROD-032583,furniture_decor,150.89,1,1
2017-01,PROD-019141,baby,150.22,1,1
2017-01,PROD-007105,furniture_decor,149.99,1,1
2017-01,PROD-026636,health_beauty,149.9,1,1
2017-01,PROD-006109,pet_shop,149.79,2,2
2017-01,PROD-022898,garden_tools,148.93,1,1
2017-01,PROD-024311,bed_bath_table,147.99,1,1
2017-01,PROD-004863,furniture_decor,147.9,1,1
2017-01,PROD-023497,toys,147.9,1,1
2017-01,PROD-019230,furniture_decor,147.55,1,1
2017-01,PROD-001062,furniture_decor,147.21,1,1
2017-01,PROD-029768,furniture_decor,145.92,1,1
2017-01,PROD-002448,bed_bath_table,145.9,1,1
2017-01,PROD-002276,sports_leisure,145.01,1,1
2017-01,PROD-031418,furniture_decor,144.91,1,1
2017-01,PROD-014855,books_general_interest,144.14,1,1
